Ticker,Name,Country,Financial Currency,Sector Key,Industry Key,Market Cap,Current Asset,Non Current Asset,Total Liabilities,Net Income,ROIC,Final Value,Margin
MLM,"Martin Marietta Materials, Inc.",United States,USD,basic-materials,building-materials,35797544960,3918900000.0,11206000000.0,7089300000.0,"[1168900000.0, 866800000.0]","[0.10770463330949066, 0.08099028959327856]",7931641726.999548,0.22156943264858875
ETR,Entergy Corporation,United States,USD,utilities,utilities-regulated-electric,24136085504,3660869000.0,56042527000.0,44960290000.0,"[2362310000.0, 1097138000.0]","[0.09259936627097648, 0.053397805794696086]",-22874673982.284035,-1.0551444590070618
UDR,"UDR, Inc.",United States,USD,real-estate,reit-residential,14904920064,263691000.0,11109551000.0,6420801000.0,"[444353000.0, 86924000.0]","[0.06716662838691383, 0.02670648018567179]",-3446887779.173489,-4.324167486408267
ROK,"Rockwell Automation, Inc.",United States,USD,industrials,specialty-industrial-machinery,30753449984,4910800000.0,6393200000.0,7560600000.0,"[1278000000.0, 919100000.0]","[0.21224605263733087, 0.15614168243519747]",24069930865.474083,0.7826741675485798
KO,The Coca-Cola Company,United States,USD,consumer-defensive,beverages-non-alcoholic,271530704896,26732000000.0,70971000000.0,70223000000.0,"[10714000000.0, 9542000000.0]","[0.17594073942443011, 0.16273074475666244]",153940768798.40082,0.5669368731516469
UPS,"United Parcel Service, Inc.",United States,USD,industrials,integrated-freight-logistics,127683624960,19413000000.0,51444000000.0,53543000000.0,"[6708000000.0, 11548000000.0]","[0.18504494292296098, 0.30664124787155495]",198839838524.879,1.5572853495283394
BKR,Baker Hughes Company,United States,USD,energy,oil-gas-equipment-services,33610567680,16301000000.0,20643000000.0,21426000000.0,"[1943000000.0, -601000000.0]","[0.0995965770461769, -0.3419498039486639]",-3066447231.7632103,-10.960752016813245
HII,"Huntington Ingalls Industries, Inc.",United States,USD,industrials,aerospace-defense,10079152128,2880000000.0,8335000000.0,7122000000.0,"[681000000.0, 579000000.0]","[0.11576079530722547, 0.10339991899568571]",3184904828.4778595,0.315989359822257
CTSH,Cognizant Technology Solutions Corporation,United States,USD,technology,information-technology-services,34187405312,7506000000.0,10979000000.0,5256000000.0,"[2126000000.0, 2290000000.0]","[0.1550680041699032, 0.17756859850512946]",40427484800.288795,1.1825256825237476
TGT,Target Corporation,United States,USD,consumer-defensive,discount-stores,74081263616,17498000000.0,37858000000.0,41924000000.0,"[4138000000.0, 2780000000.0]","[0.1537211009759671, 0.11577132960468063]",32048326968.998108,0.43261042542579337
COO,"The Cooper Companies, Inc.",United States,USD,healthcare,medical-instruments-supplies,19340945408,1704900000.0,9954000000.0,4107900000.0,"[294200000.0, 385800000.0]","[0.03650089776904104, 0.043591530783480076]",-723259505.6467772,-26.741363586648333
HON,Honeywell International Inc.,United States,USD,industrials,conglomerates,134124781568,23502000000.0,38023000000.0,45084000000.0,"[5658000000.0, 4966000000.0]","[0.17295521669499342, 0.14584499843056234]",74152716336.18979,0.552863650320989
NOW,"ServiceNow, Inc.",United States,USD,technology,software-application,157127491584,7777000000.0,9610000000.0,9759000000.0,"[1731000000.0, 325000000.0]","[0.19440700808625336, 0.053236035778307385]",19463869797.764927,0.12387310203675966
CRWD,"CrowdStrike Holdings, Inc.",United States,USD,technology,software-infrastructure,84122566656,4757307000.0,1889213000.0,4309431000.0,"[89327000.0, -183245000.0]","[0.03597033622273264, -0.06958869104221868]",738568654.4547329,0.008779673324459303
HSY,The Hershey Company,United States,USD,consumer-defensive,confectioners,41869488128,2912103000.0,8990838000.0,7803855000.0,"[1861787000.0, 1644817000.0]","[0.2244152662970489, 0.21814862664208434]",48094416232.73604,1.1486745690729654
AVGO,Broadcom Inc.,United States,USD,technology,semiconductors,646606684160,20847000000.0,52014000000.0,48873000000.0,"[14082000000.0, 11495000000.0]","[0.24688053852563957, 0.21074276442465087]",398151674095.1598,0.6157555803995353
SYY,Sysco Corporation,United States,USD,consumer-defensive,food-distribution,37801816064,10608364000.0,12212781000.0,20779311000.0,"[1770124000.0, 1358768000.0]","[0.17538373849430292, 0.15327627259646928]",21078168945.744324,0.5575967278941872
EFX,Equifax Inc.,United States,USD,industrials,consulting-services,30748235776,1356300000.0,10923700000.0,7592500000.0,"[545300000.0, 696200000.0]","[0.07195629527783758, 0.08600605002586399]",-1739982488.6647463,-17.671577717771193
PEP,"PepsiCo, Inc.",United States,USD,consumer-defensive,beverages-non-alcoholic,250472988672,26950000000.0,73545000000.0,81858000000.0,"[9074000000.0, 8910000000.0]","[0.1567169552105317, 0.17370178641956907]",106495002622.98932,0.42517559752699285
AOS,A. O. Smith Corporation,United States,USD,industrials,specialty-industrial-machinery,12566685696,1500300000.0,1713600000.0,1369500000.0,"[556600000.0, 235700000.0]","[0.28691278108756285, 0.11739042479641157]",13658026096.345995,1.0868439321828007
ZS,"Zscaler, Inc.",United States,USD,technology,software-infrastructure,26803601408,2890314000.0,718003000.0,2883205000.0,"[-202335000.0, -390278000.0]","[-0.10492587369264382, -0.21577441081373183]",-128761867.89912605,-208.16412378390112
OKTA,"Okta, Inc.",United States,USD,technology,software-infrastructure,17318180864,2980000000.0,6009000000.0,3101000000.0,"[-355000000.0, -815000000.0]","[-0.04921509518556318, -0.10494943730573107]",-734665080.5922704,-23.57289235802316
EOG,"EOG Resources, Inc.",United States,USD,energy,oil-gas-e-p,74677944320,9935000000.0,33922000000.0,15767000000.0,"[7594000000.0, 7759000000.0]","[0.24317160037475852, 0.2664892659309486]",277564297062.90814,3.7168175903922385
DRI,"Darden Restaurants, Inc.",United States,USD,consumer-cyclical,restaurants,18381285376,997700000.0,9243800000.0,8040000000.0,"[981900000.0, 952800000.0]","[0.33900824576805205, 0.3249995555026838]",59514950783.95511,3.2378013597276687
LW,"Lamb Weston Holdings, Inc.",United States,USD,consumer-defensive,packaged-foods,12528806912,2127200000.0,4392600000.0,5108500000.0,"[1008900000.0, 200900000.0]","[0.12840200055318565, 0.10743412771831304]",8876961111.779016,0.7085240577278534
JBHT,"J.B. Hunt Transport Services, Inc.",United States,USD,industrials,integrated-freight-logistics,17006865408,2084912000.0,6453352000.0,4434502000.0,"[728287000.0, 969351000.0]","[0.1372664434007638, 0.2045489163562866]",11252393739.319607,0.6616383130795226
BA,The Boeing Company,United States,USD,industrials,aerospace-defense,113537851392,109275000000.0,27737000000.0,154240000000.0,"[-2222000000.0, -4935000000.0]","[0.014579272218064872, -0.06052481809798327]",-51755220349.71588,-2.193746845725163
SWKS,"Skyworks Solutions, Inc.",United States,USD,technology,semiconductors,15021048832,3179500000.0,5247200000.0,2344000000.0,"[982800000.0, 1275200000.0]","[0.14121616108293583, 0.17191819214956128]",17062824647.785149,1.1359276465059793
GPC,Genuine Parts Company,United States,USD,consumer-cyclical,auto-parts,21297424384,9605852000.0,8362602000.0,13551469000.0,"[1316524000.0, 1182701000.0]","[0.1643423376379779, 0.17393405991000732]",20273618588.21948,0.9519281873093692
STX,Seagate Technology Holdings plc,Ireland,USD,technology,computer-hardware,20005650432,2905000000.0,4651000000.0,8755000000.0,"[-529000000.0, 1649000000.0]","[-0.0459020233362668, 0.3290270935132151]",-13515242393.74561,-1.4802287557386267
SLB,Schlumberger Limited,United States,USD,energy,oil-gas-equipment-services,69451628544,17718000000.0,30239000000.0,26598000000.0,"[4203000000.0, 3441000000.0]","[0.14561498776347462, 0.13014033257690472]",50084178047.90224,0.721137561463691
KR,The Kroger Co.,United States,USD,consumer-defensive,grocery-stores,39435649024,12948000000.0,37557000000.0,38904000000.0,"[2164000000.0, 2244000000.0]","[0.11495647324186688, 0.12485308813251894]",-65443186.4780426,-602.5936563653023
DHI,"D.R. Horton, Inc.",United States,USD,consumer-cyclical,residential-construction,49890766848,31172800000.0,1409600000.0,9444500000.0,"[4745700000.0, 5857500000.0]","[0.1667240494738238, 0.22973459240436697]",133356226014.12183,2.6729640460410713
HPQ,HP Inc.,United States,USD,technology,computer-hardware,30518822912,17977000000.0,19027000000.0,38073000000.0,"[3263000000.0, 3132000000.0]","[0.4601101240529228, 0.42458808706559864]",470127490344.9339,15.40450926631511
SBAC,SBA Communications Corporation,United States,USD,real-estate,reit-specialty,21421985792,484267000.0,9694174000.0,15314276000.0,"[501812000.0, 461429000.0]","[0.12483854546575372, 0.10662318003912372]",-9046270411.60682,-2.368046146897678
MO,"Altria Group, Inc.",United States,USD,consumer-defensive,tobacco,79148392448,5585000000.0,32985000000.0,42060000000.0,"[8130000000.0, 5764000000.0]","[0.395928725965315, 0.29259384958065504]",567474482396.8031,7.169753735297029
WHR,Whirlpool Corporation,United States,USD,consumer-cyclical,furnishings-fixtures-appliances,4992610304,6207000000.0,11105000000.0,14775000000.0,"[481000000.0, -1519000000.0]","[0.09206755417674742, -0.12671741083059232]",-7010896016.835189,-0.7121215736207325
BBY,"Best Buy Co., Inc.",United States,USD,consumer-cyclical,specialty-retail,15869418496,7897000000.0,7070000000.0,11914000000.0,"[1241000000.0, 1419000000.0]","[0.3043467098376613, 0.3655517751437452]",81981814081.22505,5.166025087931807
IPG,"The Interpublic Group of Companies, Inc.",United States,USD,communication-services,advertising-agencies,11994534912,10950400000.0,8316900000.0,15221200000.0,"[1098400000.0, 938000000.0]","[0.18136467977462323, 0.1648141748775301]",16629132292.50586,1.3863924207573193
GLW,Corning Incorporated,United States,USD,technology,electronic-components,30281480192,7212000000.0,21288000000.0,16632000000.0,"[581000000.0, 1316000000.0]","[0.047662877070941606, 0.0851638754126303]",-5159062934.654825,-5.869569837691082
FCX,Freeport-McMoRan Inc.,United States,USD,basic-materials,copper,77900849152,14065000000.0,38441000000.0,25196000000.0,"[1848000000.0, 3468000000.0]","[0.15532655486704885, 0.18410478187865767]",23033745398.21038,0.29568028653021455
DAL,"Delta Air Lines, Inc.",United States,USD,industrials,airlines,34007996416,10269000000.0,63375000000.0,62539000000.0,"[4609000000.0, 1318000000.0]","[0.1699166403379766, 0.06843779337106834]",2515857397.7042694,0.07397840692904258
WBD,"Warner Bros. Discovery, Inc.",United States,USD,communication-services,entertainment,19724994560,14218000000.0,108539000000.0,76285000000.0,"[-3126000000.0, -7371000000.0]","[-0.014722474109998128, -0.06087597518910056]",-70265212050.55086,-0.2807220526967066
MMM,3M Company,United States,USD,industrials,conglomerates,58246782976,16379000000.0,34201000000.0,45712000000.0,"[-6995000000.0, 5777000000.0]","[-0.3030734028847138, 0.20213841549351974]",-45400904318.93759,-1.2829432331748543
BKNG,Booking Holdings Inc.,United States,USD,consumer-cyclical,travel-services,125815046144,17034000000.0,7308000000.0,27086000000.0,"[4289000000.0, 3058000000.0]","[0.4362693819590372, 0.22026505815650427]",272620619891.24652,2.1668363860012585
AMCR,Amcor plc,Switzerland,USD,consumer-cyclical,packaging-containers,14843642880,5308000000.0,11695000000.0,12913000000.0,"[1048000000.0, 805000000.0]","[0.12098587004885508, 0.08808359165169354]",3315139700.357603,0.2233373388970675
TRMB,Trimble Inc.,United States,USD,technology,scientific-technical-instruments,13941834752,1830900000.0,7708400000.0,5039200000.0,"[311300000.0, 449700000.0]","[0.059694476598574193, 0.09081951593943122]",-728737616.1978807,-19.13148771534561
PHM,"PulteGroup, Inc.",United States,USD,consumer-cyclical,residential-construction,25045422080,15369813000.0,717237000.0,5703793000.0,"[2602372000.0, 2617317000.0]","[0.20262399215743893, 0.226698158497166]",79810527507.18489,3.186631363298825
KDP,Keurig Dr Pepper Inc.,United States,USD,consumer-defensive,beverages-non-alcoholic,45750489088,3375000000.0,48755000000.0,26454000000.0,"[2181000000.0, 1436000000.0]","[0.06620974914227876, 0.05428269089594105]",-7985285120.2342415,-5.729349472077203
ASML,ASML Holding N.V.,Netherlands,EUR,technology,semiconductor-equipment-materials,369131454464,24393900000.0,15563600000.0,26505100000.0,"[7839000000.0, 5624200000.0]","[0.43000791837561725, 0.42366928936031184]",1054906651005.9783,2.8578075323810133
ADP,"Automatic Data Processing, Inc.",United States,USD,industrials,staffing-employment-services,103276404736,42170600000.0,8800400000.0,47461900000.0,"[3412000000.0, 2948900000.0]","[0.5461888904127015, 0.4744814854765148]",807194123897.7141,7.815861967320625
CTAS,Cintas Corporation,United States,USD,industrials,specialty-business-services,70226599936,2938459000.0,5607897000.0,4682370000.0,"[1348010000.0, 1235757000.0]","[0.22621725625928182, 0.2144616871188036]",36325209998.12573,0.5172571366295704
RHI,Robert Half Inc.,United States,USD,industrials,staffing-employment-services,7436601856,2297139000.0,713650000.0,1422438000.0,"[411146000.0, 657919000.0]","[0.20857277185655568, 0.4559782340982208]",28800759420.96517,3.872838694158158
TROW,"T. Rowe Price Group, Inc.",United States,USD,financial-services,asset-management,26072508416,2874500000.0,9404300000.0,1987600000.0,"[1788700000.0, 1557900000.0]","[0.15805110215998006, 0.21010264614764557]",38247139070.99575,1.4669527941363902
CMG,"Chipotle Mexican Grill, Inc.",United States,USD,consumer-cyclical,restaurants,88264245248,1620713000.0,6423649000.0,4982155000.0,"[1228737000.0, 899101000.0]","[0.4043805416057935, 0.3891868565059573]",130551843294.14096,1.4791022449387474
CAH,"Cardinal Health, Inc.",United States,USD,healthcare,medical-distribution,24132620288,33833000000.0,9584000000.0,46268000000.0,"[261000000.0, -933000000.0]","[0.16235328424582635, -0.16313882440893795]",-11432677355.89949,-2.1108459144565193
EIX,Edison International,United States,USD,utilities,utilities-regulated-electric,29356654592,6811000000.0,74947000000.0,63814000000.0,"[1407000000.0, 824000000.0]","[0.060605307995217905, 0.05031391673631441]",-47696563021.20222,-0.6154878408943281
PYPL,"PayPal Holdings, Inc.",United States,USD,financial-services,credit-services,67449307136,62569000000.0,19597000000.0,61115000000.0,"[4246000000.0, 2419000000.0]","[0.14704625084437353, 0.08593632584762385]",50726718689.87424,0.7520717534961846
CVX,Chevron Corporation,United States,USD,energy,oil-gas-integrated,299795939328,41128000000.0,220504000000.0,99703000000.0,"[21369000000.0, 35465000000.0]","[0.12006266369140464, 0.1974929666753157]",301057612469.36945,1.004208439728028
MELI,"MercadoLibre, Inc.",Uruguay,USD,consumer-cyclical,internet-retail,88678375424,14294000000.0,3352000000.0,14575000000.0,"[987000000.0, 482000000.0]","[0.16456025195393778, 0.10412634503543594]",13141561348.851135,0.1481935284224263
ABBV,AbbVie Inc.,United States,USD,healthcare,drug-manufacturers-general,293876072448,33002000000.0,101709000000.0,124314000000.0,"[4863000000.0, 11836000000.0]","[0.09473092436733815, 0.17143691655660798]",-25908922631.7558,-11.342658921980986
DIS,The Walt Disney Company,United States,USD,communication-services,entertainment,188228878336,32763000000.0,172816000000.0,92567000000.0,"[2354000000.0, 3145000000.0]","[0.03289104916272827, 0.03204392460868014]",-47311669945.13632,-3.978487306710468
OXY,Occidental Petroleum Corporation,United States,USD,energy,oil-gas-e-p,56221650944,8375000000.0,65633000000.0,43659000000.0,"[4696000000.0, 13304000000.0]","[0.1314877937278549, 0.36166819925170374]",128773392629.30084,2.29045911080709
HAL,Halliburton Company,United States,USD,energy,oil-gas-equipment-services,33552908288,11543000000.0,13140000000.0,15250000000.0,"[2638000000.0, 1572000000.0]","[0.18321012990841834, 0.12389233383365633]",38727277553.244,1.1542152239331989
FTNT,"Fortinet, Inc.",United States,USD,technology,software-infrastructure,46928711680,4428300000.0,2830600000.0,7722300000.0,"[1147800000.0, 857300000.0]","[2.2851876964691202, 1.3291757621610893]",134472666433823.84,2865.466824462884
VRSN,"VeriSign, Inc.",United States,USD,technology,software-infrastructure,17006699520,988300000.0,760700000.0,3330000000.0,"[817600000.0, 673800000.0]","[4.209593124858652, 3.2407742148263115]",1.749044732443839e+16,1028444.543508839
META,"Meta Platforms, Inc.",United States,USD,communication-services,internet-content-information,1197013860352,85365000000.0,144258000000.0,76455000000.0,"[39098000000.0, 23200000000.0]","[0.2300494129965349, 0.17214404380592288]",950815929562.9872,0.7943232414062318
BBWI,"Bath & Body Works, Inc.",United States,USD,consumer-cyclical,specialty-retail,11219036160,2115000000.0,3348000000.0,7089000000.0,"[878000000.0, 800000000.0]","[0.4254544461278739, 0.3984990200034588]",101647077674.96802,9.060232646132055
MPWR,"Monolithic Power Systems, Inc.",United States,USD,technology,semiconductors,35532992512,1819499000.0,614854000.0,384414000.0,"[427374000.0, 437672000.0]","[0.19854649947561398, 0.26322202079036233]",14588951446.423565,0.4105748042891875
LOW,"Lowe's Companies, Inc.",United States,USD,consumer-cyclical,home-improvement-retail,132239294464,19071000000.0,22724000000.0,56845000000.0,"[7726000000.0, 6437000000.0]","[0.4241320374826196, 0.368585830117962]",801683148497.7538,6.0623671031154736
APA,APA Corporation,United States,USD,energy,oil-gas-e-p,11462408192,2462000000.0,12782000000.0,11553000000.0,"[2855000000.0, 3604000000.0]","[0.455278492867902, 0.7327322507261452]",1156582886121.6702,100.90225952072517
FTV,Fortive Corporation,United States,USD,technology,scientific-technical-instruments,27162558464,3671600000.0,13240200000.0,6586500000.0,"[865800000.0, 755200000.0]","[0.06972518322370651, 0.0649560498306652]",3490128897.844551,0.12849043297855048
NVR,"NVR, Inc.",United States,USD,consumer-cyclical,residential-construction,24022145024,5993705000.0,608052000.0,2237032000.0,"[1591611000.0, 1725575000.0]","[0.30590801097515047, 0.3970936909126038]",128516083844.24382,5.349900423790057
SJM,The J. M. Smucker Company,United States,USD,consumer-defensive,packaged-foods,12232537088,2858700000.0,12132700000.0,7700600000.0,"[-91300000.0, 631700000.0]","[0.12211415619204616, 0.05954980422732617]",-5681596888.243604,-2.153010382223991
PH,Parker-Hannifin Corporation,United States,USD,industrials,specialty-industrial-machinery,70068985856,6834229000.0,23130243000.0,19626193000.0,"[2082936000.0, 1315605000.0]","[0.11053574476263174, 0.07498519347892546]",6706429630.719669,0.09571181242015077
JNJ,Johnson & Johnson,United States,USD,healthcare,drug-manufacturers-general,372169015296,53495000000.0,114063000000.0,98784000000.0,"[35153000000.0, 17941000000.0]","[0.1427947489844861, 0.14258442558787135]",469131469753.19946,1.2605333879825584
IBM,International Business Machines Corporation,United States,USD,technology,information-technology-services,155271462912,32908000000.0,102332000000.0,112628000000.0,"[7502000000.0, 1640000000.0]","[0.11258887156267154, 0.050162448376126226]",-16476469053.558289,-9.423831186601676
ILMN,"Illumina, Inc.",United States,USD,healthcare,diagnostics-research,17693450240,2609000000.0,7502000000.0,4366000000.0,"[-1161000000.0, -4404000000.0]","[-0.14942865296648253, -0.4689942415815844]",-1867753303.5955234,-9.473119499207511
GOOGL,Alphabet Inc.,United States,USD,communication-services,internet-content-information,2182651052032,171530000000.0,230862000000.0,119013000000.0,"[73795000000.0, 59972000000.0]","[0.25083966969083105, 0.2240592513970601]",2447899057787.213,1.1215256124006963
GM,General Motors Company,United States,USD,consumer-cyclical,auto-manufacturers,52210327552,101618000000.0,171446000000.0,204757000000.0,"[10127000000.0, 9934000000.0]","[0.05752765774449113, 0.057730604167279334]",-34765470053.29187,-1.501786901542449
AKAM,"Akamai Technologies, Inc.",United States,USD,technology,software-infrastructure,14502100992,1804855000.0,8095182000.0,5302882000.0,"[547629000.0, 523672000.0]","[0.06895508949338502, 0.08129877035788743]",858666316.3245392,0.059209787381719205
BMY,Bristol-Myers Squibb Company,United States,USD,healthcare,drug-manufacturers-general,89253208064,31770000000.0,63389000000.0,65674000000.0,"[8025000000.0, 6327000000.0]","[0.1322322958367228, 0.10455220748240486]",60819924992.25235,0.6814312483719437
VRTX,Vertex Pharmaceuticals Incorporated,United States,USD,healthcare,biotechnology,114887770112,14144200000.0,8586000000.0,5149800000.0,"[3619600000.0, 3322000000.0]","[0.2079614560527659, 0.2418662359342439]",115112426759.20631,1.0019554444044594
CF,"CF Industries Holdings, Inc.",United States,USD,basic-materials,agricultural-inputs,13931643904,3050000000.0,11326000000.0,6003000000.0,"[1525000000.0, 3346000000.0]","[0.22518556762282907, 0.5235321065425577]",138412809680.523,9.935138353685774
GILD,"Gilead Sciences, Inc.",United States,USD,healthcare,drug-manufacturers-general,84368965632,16085000000.0,46040000000.0,39376000000.0,"[5665000000.0, 4592000000.0]","[0.13350849326906208, 0.11405849463339866]",46870610902.29263,0.55554326820519
TPR,"Tapestry, Inc.",United States,USD,consumer-cyclical,luxury-goods,9723993088,2363500000.0,4753300000.0,4839000000.0,"[936000000.0, 856300000.0]","[0.24338587253986518, 0.22744747466426962]",27411586561.834736,2.8189640113650745
OMC,Omnicom Group Inc.,United States,USD,communication-services,advertising-agencies,18825521152,15384200000.0,12660400000.0,23404900000.0,"[1303300000.0, 1299400000.0]","[0.17555296222815148, 0.1743963287202778]",17179413410.911095,0.9125597784094267
EVRG,"Evergy, Inc.",United States,USD,utilities,utilities-regulated-electric,12671386624,1789100000.0,29187000000.0,21291100000.0,"[731300000.0, 752700000.0]","[0.054847811290202615, 0.052875371138353965]",-14737640898.156399,-0.859797488048791
XYL,Xylem Inc.,United States,USD,industrials,specialty-industrial-machinery,34747506688,3884000000.0,12228000000.0,5936000000.0,"[609000000.0, 355000000.0]","[0.05269025709135756, 0.07356548364177691]",2278574120.891283,0.06557518331748922
INCY,Incyte Corporation,United States,USD,healthcare,biotechnology,12839220224,4645402000.0,2136705000.0,1592270000.0,"[597599000.0, 340660000.0]","[0.11550005070117705, 0.07834487961986625]",8864017533.140276,0.6903859719277198
DPZ,"Domino's Pizza, Inc.",United States,USD,consumer-cyclical,restaurants,17894590464,817291000.0,857608000.0,5745266000.0,"[519118000.0, 452263000.0]","[0.7341302072743346, 0.7306911210635758]",482429600139.2018,26.95952171186843
ULTA,"Ulta Beauty, Inc.",United States,USD,consumer-cyclical,specialty-retail,19286241280,2836518000.0,2870493000.0,3427683000.0,"[1291005000.0, 1242408000.0]","[0.5633535258435883, 0.6361286207484531]",545792902819.06915,28.299599434393738
JNPR,"Juniper Networks, Inc.",United States,USD,technology,communication-equipment,11257583616,3795500000.0,5723000000.0,5025800000.0,"[310200000.0, 471000000.0]","[0.06434349623666087, 0.08685888590741256]",1248421230.649541,0.11089602113860425
QCOM,QUALCOMM Incorporated,United States,USD,technology,semiconductors,216347754496,22464000000.0,28576000000.0,29459000000.0,"[7232000000.0, 12936000000.0]","[0.21696916722676138, 0.40036620098881276]",403800188115.8387,1.86644039387663
DOW,Dow Inc.,United States,USD,basic-materials,chemicals,41622761472,17614000000.0,40353000000.0,38859000000.0,"[589000000.0, 4582000000.0]","[0.04297832969188924, 0.14552704250016837]",-15655606869.541107,-2.6586488673894526
IQV,IQVIA Holdings Inc.,United States,USD,healthcare,diagnostics-research,42120994816,5596000000.0,21085000000.0,20569000000.0,"[1358000000.0, 1091000000.0]","[0.10025172939462484, 0.07776823869001155]",-2690365396.033127,-15.656235721031166
JD,"JD.com, Inc.",China,CNY,consumer-cyclical,internet-retail,53971214336,307810000000.0,321148000000.0,332578000000.0,"[24167000000.0, 10380000000.0]","[0.0909925897610132, 0.043648107472470554]",153981067323.97266,2.853022101102955
HAS,"Hasbro, Inc.",United States,USD,consumer-cyclical,leisure,8371058176,2323600000.0,4217300000.0,5453900000.0,"[-1489300000.0, 203500000.0]","[-0.29278060578553483, 0.04937727188316217]",-4698768939.790726,-1.7815428430862215
NWL,Newell Brands Inc.,United States,USD,consumer-defensive,household-personal-products,3367271936,3354000000.0,8809000000.0,9051000000.0,"[-388000000.0, 197000000.0]","[-0.023176483129505262, 0.05529143564129588]",-7451234434.931221,-0.4519079308811308
GPN,Global Payments Inc.,United States,USD,industrials,specialty-business-services,27863091200,8073759000.0,42496427000.0,26782671000.0,"[986233000.0, 111493000.0]","[0.0373048322927474, 0.0047409068583447]",-14027171079.989836,-1.9863656785185648
GNRC,Generac Holdings Inc.,United States,USD,industrials,specialty-industrial-machinery,8775146496,1997692000.0,3095620000.0,2743693000.0,"[203089000.0, 350267000.0]","[0.07547467193876774, 0.12382236151574294]",1278409015.0868526,0.1456852048760204
SNA,Snap-on Incorporated,United States,USD,industrials,tools-accessories,14707407872,3652000000.0,3892900000.0,2451500000.0,"[1011100000.0, 911700000.0]","[0.17116724972120004, 0.170789350490652]",20095884307.584522,1.3663783912488834
LHX,"L3Harris Technologies, Inc.",United States,USD,industrials,aerospace-defense,42406760448,8055000000.0,33632000000.0,22858000000.0,"[1227000000.0, 1062000000.0]","[0.05427317337006895, 0.05059201063387365]",-6916930489.1792755,-6.130864046464019
NCLH,Norwegian Cruise Line Holdings Ltd.,United States,USD,consumer-cyclical,travel-services,6757395456,1313148000.0,18179842000.0,19192183000.0,"[166178000.0, -2269909000.0]","[0.06316925801711154, -0.10743431879433557]",-17366826637.51858,-0.3890978816706559
PCG,PG&E Corporation,United States,USD,utilities,utilities-regulated-electric,48637140992,14383000000.0,111315000000.0,100406000000.0,"[2256000000.0, 1814000000.0]","[0.14078173178882739, 0.12177574533712641]",-56161714913.97227,-0.8660195128745926
MRO,Marathon Oil Corporation,United States,USD,energy,oil-gas-e-p,14783382528,1569000000.0,18006000000.0,8370000000.0,"[1554000000.0, 3612000000.0]","[0.11019798454416382, 0.22107208488382682]",20941786868.163,1.4165761339462648
PM,Philip Morris International Inc.,United States,USD,consumer-defensive,tobacco,155191721984,19755000000.0,45549000000.0,74750000000.0,"[7813000000.0, 9048000000.0]","[0.2533921832863003, 0.2929774018106604]",282141208680.8405,1.8180171279363007
LEN,Lennar Corporation,United States,USD,consumer-cyclical,residential-construction,45751033856,31379255000.0,7855048000.0,12532337000.0,"[3938511000.0, 4614125000.0]","[0.1312230422416137, 0.17313720680246672]",81451915643.52661,1.780329509053152
BAX,Baxter International Inc.,United States,USD,healthcare,medical-instruments-supplies,17962694656,9600000000.0,18676000000.0,19808000000.0,"[2656000000.0, -2433000000.0]","[0.012341905011807921, -0.0996205253863394]",-3653819687.7389565,-4.916141515214072
ACN,Accenture plc,Ireland,USD,technology,information-technology-services,190875844608,23381931000.0,27863374000.0,24786712000.0,"[6871557000.0, 6877169000.0]","[0.2724360128251264, 0.3169924752113729]",349240147306.41797,1.8296717849429787
HES,Hess Corporation,United States,USD,energy,oil-gas-e-p,48715587584,3430000000.0,20577000000.0,14405000000.0,"[1382000000.0, 2096000000.0]","[0.1178592865948911, 0.1727321608683774]",9714861483.918724,0.19941997963521318
IVZ,Invesco Ltd.,United States,USD,financial-services,asset-management,7197296128,2883200000.0,26050600000.0,13017800000.0,"[-96900000.0, 920700000.0]","[-0.006164842236222502, 0.051278109910305146]",-10601550270.111273,-0.6788909116708323
CDNS,"Cadence Design Systems, Inc.",United States,USD,technology,software-application,78595022848,1976217000.0,3693274000.0,2265220000.0,"[1041144000.0, 848952000.0]","[0.2641120325196604, 0.24836230832827916]",39002653962.1965,0.49624839524032277
WYNN,"Wynn Resorts, Limited",United States,USD,consumer-cyclical,resorts-casinos,10847351808,4241621000.0,9754602000.0,15097157000.0,"[729994000.0, -423856000.0]","[0.24741598515356195, -0.0043820277429294915]",-1995184182.416893,-5.4367671434022276
AJG,Arthur J. Gallagher & Co.,United States,USD,financial-services,insurance-brokers,56305020928,32116100000.0,19499700000.0,40800500000.0,"[969500000.0, 1114200000.0]","[0.06445181915240962, 0.08730012811636816]",-917583370.6251755,-61.362294403436934
PNW,Pinnacle West Capital Corporation,United States,USD,utilities,utilities-regulated-electric,8907568128,1926967000.0,22734186000.0,18376291000.0,"[501557000.0, 483602000.0]","[0.0531038016568522, 0.05099296219171401]",-13237508631.202288,-0.6729036691242539
AMT,American Tower Corporation,United States,USD,real-estate,reit-specialty,90831306752,3710000000.0,62317600000.0,55162200000.0,"[1483300000.0, 1765800000.0]","[0.06084405734518098, 0.06367953763417152]",-40990126282.50104,-2.215931371520963
INTU,Intuit Inc.,United States,USD,technology,software-application,185116524544,5557000000.0,22223000000.0,10511000000.0,"[2384000000.0, 2066000000.0]","[0.11038533539563118, 0.09127948685167751]",19067021774.476196,0.10300010667034855
